e91b98c4201edcad,TID_BUILDER_HALL_1_INFO_SHORT,Tempat perjalanan anda merentasi air bermula dan rumah kepada Pakar Pembina.
d2bbeb9bda82d7a8,TID_TRAP_LOGTRAP_INFO,Berhati-hati dengan kayu balak yang bergolek.
e2daa9256512101c,TID_DARK_AGES_SCENERY,Latar Zaman Gelap
d0fc52e34622b99b,TID_NPC_CHALLENGE_TH12_DRAGBAT_SPAWN_BATS2,Gunakan <c9916c8>sihir Kelawar</c> untuk memusnahkan baki <cf70d16>Menara Ahli Sihir</c>.
820598ea5e478c5b,TID_REPORT_REASON_OTHER,其他内容
028e616d39221015,TID_TASK_GET_VS_BONUS,Bintang Pembina Harian
8468ef4d24cc39ea,TID_SUPER_DRAGON_INFO,"Kadangkala api dalam diri anda tidak mencukupi. Naga Super ada api di dalam, di luar dan juga di sekelilingnya apabila mula menyerang!"
9d3c554f94a08493,TID_ACHIEVEMENT_LOOT_CAPITAL_COMPLETED,Jumlah emas ibu kota yang dirampas: <value>
78b3848417e0e14e,TID_EVENT_CONFIRM_TIER_UNLOCK,Beli <num> <soft_currency> untuk mencapai peringkat ganjaran seterusnya?
56e814912fb9d9ae,TID_BUTTON_WATCH,Tonton
8c40a0f8f13c43f9,TID_CHARACTER_INFO_YETI,Benda berbulu yang melakukan kerosakan besar ini suka cuaca sejuk dan sayang rakan Yeti mininya. Yeti mini akan naik berang jika Yeti disakiti.
1e25eb842eee9ef9,TID_TUTORIAL_SEASON_CHALLENGE_5,"Pada akhir setiap bulan, semuanya akan disalurkan ke tempat penyimpan anda!"
cb108dd79dc6f81f,TID_CLAN_TAG_TROPHY_PUSHING,Peroleh Trofi
e3da36abcc5eecf1,TID_STREAM_EVENT_CHANGED_SETTINGS,tetapan klan dikemas kini
2b56e45b7d4df575,TID_NPC_CHALLENGE_TH7_DRAGON_LIGHTNING,Musnahkan salah satu <cf70d16>Pertahanan Udara</c> dengan <c38eaff>sihir Kilat</c>.
3d663bbdb12521e1,TID_RAID_MEDALS_INFO,Pingat serbuan diperoleh dengan menyertai Serbuan Hujung Minggu ibu kota klan. Gunakannya untuk urusan jual beli dengan pedagang atau untuk menambah tenaga bantuan istana klan anda.
48a1f78556835015,TID_ALLIANCE_ACCEPTED_BY,Diterima oleh <name>
d28da438fe13c522,TID_GRAND_WARDEN_INFO,Warden Besar ialah pakar taktik veteran dilengkapi dengan tongkat dan buku besar sakti. Dia memperkuatkan askar yang menyerang kampung musuh atau mengawal kampung anda.
16f8264ef706b56b,TID_DIAMOND_BUNDLE_ELIXIR_HERO_PACK,Pek Wira Eliksir
803bf946e9733ca3,TID_ACHIEVEMENT_ACCOUNT_BOUND_TENCENT_AND_GAME_CENTER,"Sambung ke WeChat, QQ atau Game Center"
75ba7cc0196f2815,TID_GHOST_CHAMPION,Juara Hantu
1c702b789a536664,TID_FIND_NEW_MATCH,Cari padanan baharu
bdfffe9ea1f1c909,TID_LINK_SAME_PLATFORM,"Untuk bermain pada berbilang peranti iOS, sila pastikan anda melog masuk ke Game Center pada peranti ini.\n\nKemudian, log masuk ke Game Center dengan peranti lain. Perkembangan anda akan disegerakkan secara automatik."
30abc9c6d389706f,TID_CLANGAMES_TASK_DESTROY_BB_STARLABORATORY,Pecahkan Kaca
f22fd1d31127608e,TID_CLAN_SEARCH_RESULTS,Memaparkan keputusan carian untuk \q<name>\q
4fde62369b407c5c,TID_GIFT_DIAMOND_PACK_5,Peti Permata & Hadiah
d46e958f1e873ee5,TID_GP_PURCHASE_COUNTDOWN,Jualan pas tamat dalam <time>
4299c916e57f4677,TID_MAP_LOCATION_17,Tasik Naga
fd01a9a09ade9e82,TID_NEXT_REWARDS,Seterusnya
72289f7dac5260ed,TID_CHARACTER_WATER_DRAGON,Naga Air
1a1af249a63dac05,TID_LEAGUE_COPPER1,Liga Tembaga I
f9c2d353d8a6e1fc,TID_CLANGAMES_TASK_INFO_USE_DROPSHIPS,Meraih <num> bintang dari Pertempuran Pembina menggunakan <num2> Belon Pengangkut.
6a4515bd6857f88e,TID_ALLIANCE_GAMES_CLAIM_REWARDS_BUTTON,Kumpul Ganjaran
ab7700458e8a22dd,TID_INFO_POP_UP_IAP_NOTE,"Clash of Clans boleh dimainkan secara percuma tetapi anda boleh mempercepatkan perkembangan anda melalui pembelian dalam aplikasi. Jika anda mahu, pembelian boleh dinyahdayakan dalam tetapan peranti anda. Anda juga mesti berumur 13+ untuk bermain."
5ef126bac316dbb6,TID_NEWS_UPDATE_TEXT,"* Sihir Kilat Diperbaiki, Beracun, Gempa Bumi dan Beku!\n*Sihir Kilat tahap 7 dan 25 keping Benteng baru telah ditambah pada Dewan Bandaran tahap 10\n*Jumlah Pemusnahan kini pematah seri Peperangan Klan - jika skor sama pada penamatan perang, Klan dengan peratus pemusnahan yang lebih dalam serangan terbaiknya akan menang!"
aaf9a0169e6d86a5,TID_DECO_RUIN_TRUNKS,Batang Pokok
42a627f95e5cff45,TID_WAIT_BEFORE_ARRANGING_WAR_AGAIN,Anda boleh menghantar satu lagi cabaran dalam <time>
1d02fe0577f1d6b3,TID_STAGE_BUILD_LIMIT_REACHED_DEFENSE,Anda sudah ada maksimum <number> pertahanan di Peringkat <stage>.
95fba926b5ad7b3b,TID_LEGENDS_MP_DEFENCE,Pertahanan
68baf3f5157eec8a,TID_IF_LOST,Dikalahkan:
ad85c0e9ed1e7495,TID_ERROR_POP_UP_UNLOCK_UNAVAILABLE_TITLE,Buka kunci akaun tidak tersedia
2224f3c56eee0296,TID_CAPBUILD_WALL_INFO,"Benteng melindungi daerah dan menahan musuh.\n\nTahap semua benteng daerah adalah sama dan dinaik taraf pada masa yang sama. Membina bersama, bertempur bersama dan naik taraf benteng bersama!"
9951165f2a27743d,TID_ALLIANCE_GAMES_ABANDON_TASK,Buang
438573a4ea309ca8,TID_BUILDING_AIR_DEFENSE2,Kelompok Bom Udara
1257fd6bd149b8a4,TID_EDIT_MODE_VIEW_AS_ENEMY,Pandangan Peninjau
3450d6fbe5684215,TID_EVENT_TITLE_CLANWAR_LONG,Maraton Harian
955fa121a00e8eaf,TID_ERROR_POP_UP_BANNED_ARTICLE_BUTTON,Maklumat Lanjut
